id,username,post,ticker
93,"Роман Лисин,(Советский Союз)","Роман Лисин,(Советский Союз), из-за 15% роста нет.Антон Михеев, Друг, я только за..) дай-то бог, может в отпуск еще сгоняю тогда",GAZP
94,Ремора,"Ремора, вы почему то считаете, что все эти события не отражены в цене акции, они отражены и мы видели это её снижением и соответствующими об...Антон Михеев, а кто будет покупать?.. :) когда трейдеры не видят перспектив они уходят с покупками туда где эти перспективы есть.ну и если будет какой то негатив в первую очередь под раздачу попадают слабые бумаги, без видимых перспектив роста.пока нет негатива по рынку никто и не шортит Газпром, он варится в собственном соку. есть роботы и алготреййдеры. гоняют рубль-два туда сюда.а когда толпа на негативе рванет на выход будет другой расклад.что такое негатив? — убыток… не выплата див… рост долга…ну я думаю вы не маленький, сами догадаетесь. хотя когда человек купил актив, он обычно рисует себе радужные перспективы и старается не замечать негативных факторов… на ошибках конечно многие учатся и уже начинают оценивать обе стороны медали. хотя кто то так и остается хомяком.не давать же вам уроки биржевой грамотности, сопоставляйте данные из разных источников и делайте для себя выводы перед тем как вкладывать в актив деньги…",GAZP
95,Антон Михеев,"Антон Михеев, Круто..) штаны не порвутся?Роман Лисин,(Советский Союз), из-за 15% роста нет.",GAZP
96,Антон Михеев,"а так если заглядывать на 10+ лет то революция газогидратов должна увеличить стоимость акций газпрома в 40 раз, другой вопрос, что пока новые типы природопользования не юзают у нас в россии.",GAZP
97,"Роман Лисин,(Советский Союз)","Созерцатель, в течении 2х недельАнтон Михеев, Круто..) штаны не порвутся?",GAZP
98,Bay,"МАГАТЭ тренд на закрытие АтомнАЭС, одни проблемы от них политические, то воду некуда сливать с Фокусимы. на Украине точно закроют все. на газе будет, Турецкий хаб ждём.",GAZP
99,Созерцатель,"Созерцатель, в течении 2х недельАнтон Михеев, ну всё ясно осталось только ждать.",GAZP
100,Антон Михеев,"Антон Михеев, Объем торгов акциями, депозитарными расписками и паями составил 1 892,7 млрд рублей Среднедневной объем торгов – 90,1 млрд руб...Созерцатель, в течении 2х недель",GAZP
101,Созерцатель,"Созерцатель, разовоАнтон Михеев, Объем торгов акциями, депозитарными расписками и паями составил 1 892,7 млрд рублей Среднедневной объем торгов – 90,1 млрд рублей,На Газпроме Сегодня нет и 1 Ярда.Ну теперь мы выяснили все условия:доллар по 100+обьём торгов только газпрома за день 90млрди тогда он будет 199р.а когда именно не уточните?",GAZP
102,Антон Михеев,ну и самое главное у нас через 8 месяцев выборы президента неужели вы не ждёте позитива для рынка к концу года?,GAZP
103,Дюша Метелкин,"Антон Михеев, на что растет?… :) на активы в рублях с начисляемой ежеквартально амортизацией?или на взорванные в 2022г. трубы? или на отжи...Ремора, зачем строить СС-2 если до загрузки СС-1 ещё огого сколько?",GAZP
104,Антон Михеев,"Антон Михеев, на что растет?… :) на активы в рублях с начисляемой ежеквартально амортизацией?или на взорванные в 2022г. трубы? или на отжи...Ремора, вы почему то считаете, что все эти события не отражены в цене акции, они отражены и мы видели это её снижением и соответствующими объёмами торгов.п.с. это всё уже пройденный этап, счас идёт новый сценарий развития и здесь цена 190+, дождитесь объёмов 50+ и сами всё увидите.",GAZP
105,Brent Goldman,"и не надейтесь, что данный убыток он не отразит в годовой отчетности...Ремора, я все-таки надеюсь, что данный убыток Газпром не будет отражать в годовой отчетности",GAZP
106,Ремора,"Ремора, как чистые активы могут упасть если цена на них растёт в след девальвации рубля?Антон Михеев, на что растет?… :) на активы в рублях с начисляемой ежеквартально амортизацией?или на взорванные в 2022г. трубы? или на отжимаемые в ЕС активы?активы на балансе числятся по остаточной стоимости… бухучет я знаю хорошо и данные вам беру не с потолка и не от избытка хотелок.да и еще не забывайте, что исков к Газмясу в Европе сейчас почти на 20 млрд. евро! так же сравнимо с годовой Чистой прибылью.возможно в этом году упадут балластом на ГП, а может уже в следующем…тут негатив заложен на долгосрок как не крути.даже начало строительства Силы Сибири -2 скорее негатив чем позитив. строить будут долго. деньги вкладывать, а отдача будет лишь через 5 лет.а долг будет расти, инвестиции требуют вливаний…",GAZP
107,Антон Михеев,элементарно 11 октября 10 рублей на акцию через 3 месяца т.е. 24% годовых не так уж и плохо,GAZP
108,Антон Михеев,"Антон Михеев, отчетность Газмяс сдает в России… соответственно на балансе делает переоценку долга в рублях!и не надейтесь, что данный убыт...Ремора, как чистые активы могут упасть если цена на них растёт в след девальвации рубля?",GAZP
109,Антон Михеев,"Антон Михеев, если перемножить 50+тыс на 165*90 это 90млрд обьём по Газпрому среднедневной должен быть и как долго?Созерцатель, разово",GAZP
110,Антон Михеев,"вообщем тут и маржинальный рост от 25 мая на шорте завис примерно 10% и элементарная переоценка за последние 2 месяца еще порядка 10-15%, так что 190+ цена будет как появятся объёмы. ( сейчас тупо майкер мейкер туда сюда гоняет для выполнения своих функций обеспечения ликвидности рынка).",GAZP
111,Созерцатель,"Созерцатель, как будет объём торгов 50+ тогда и увидите нормальную цену пока считайте, что торги газпромом преостановлены.Антон Михеев, если перемножить 50+тыс на 165*90 это 90млрд обьём по Газпрому среднедневной должен быть и как долго?",GAZP
112,Ремора,"Ремора, долг не растет он в ин валюте зачем его конвертировать если доход тоже в ин валюте, что вы год назад платили условно 10 баксов, что ...Антон Михеев, отчетность Газмяс сдает в России… соответственно на балансе делает переоценку долга в рублях!и не надейтесь, что данный убыток он не отразит в годовой отчетности… а этот долг даст переоценку Чистых активов = они упадут.ну и кофф. долга вырастет.для Газпрома пофиг, а для акционеров убыток… соответственно в следующем году скажут всем: — убыток получен, поэтому вы остались без дивидендов.и многие это прекрасно понимают… поэтому у всех аналитиков ценник акций обозначен ниже текущих.Выручка будет ниже прошлого года, газ идет по трубам… а труб стало меньше. и цена тоже. Больше продать нет возможности.Как отреагирует цена акций на убыток и не выплату дивидендов?… я думаю вы догадываетесь.",GAZP
113,Антон Михеев,"Антон Михеев, Но это если не смотреть на замещающие облигации Газпрома — расчёты по ним в рублях, но номинал в валюте по курсу и купоны тоже...Lanalex, это имело значения если бы он торговал чем то, что нужно производить, а он просто газ качает из земли и обратно он его закачивать не будет.",GAZP
114,Антон Михеев,"Антон Михеев, Вы только на росте долга с 5 трл.р (с курсовки 70 до 90) потеряете 1,5 трл.р… она вам закроет всю прибыль полученную в России,...Ремора, долг не растет он в ин валюте зачем его конвертировать если доход тоже в ин валюте, что вы год назад платили условно 10 баксов, что сейчас. а вот то что вы в прошлом году грубо говоря платили по внутренним расходам условно 100 ед.(конвертируя валюту в рубли), счас те же 100 ед внутренних расходов потребует от вас при девальвации рубля в 2 раза меньше валюты., т.е. расходы сократились в 2 раза.",GAZP
115,Lanalex,"Ремора, до октября прошлого года бакс был по 55, счас под 100, расходы у газпрома в рублях, т.е. счас в 2 раза меньше стали, все внешние дол...Антон Михеев, Но это если не смотреть на замещающие облигации Газпрома — расчёты по ним в рублях, но номинал в валюте по курсу и купоны тоже в валюте по курсу, так что расходы на обслуживание долга на внутреннем периметре тоже растут вслед за девальвацией рубля.",GAZP
116,Ремора,"Ремора, до октября прошлого года бакс был по 55, счас под 100, расходы у газпрома в рублях, т.е. счас в 2 раза меньше стали, все внешние дол...Антон Михеев, Вы только на росте долга с 5 трл.р (с курсовки 70 до 90) потеряете 1,5 трл.р… она вам закроет всю прибыль полученную в России, с хвостом...еще убыток останется. и повышенные налоги не забывайте.",GAZP
117,Антон Михеев,"Антон Михеев, я вам ниже приводил пример. расходная часть в прошлом году была 9 трлн., а доходная 11...но сейчас расходная возможно еще под...Ремора, до октября прошлого года бакс был по 55, счас под 100, расходы у газпрома в рублях, т.е. счас в 2 раза меньше стали, все внешние долги не растут, т.к. выручка идет в ин валюте за газ от сюд снижение в 2 раза прибыли от экспорта, элементарно покрывается снижение внутренних расходов и изъятия в бюджет за счёт девальвации последние месяцы.",GAZP
118,Созерцатель,"Созерцатель, ну счас 5 перемножьте сами цену на количество и на лот.Антон Михеев, на сколько мы сейчас газпромом наторговали?",GAZP
119,Ремора,"Ремора, дак доходы то тоже в них, а расходы в рублях считай каждый день расходная часть уменьшается.Антон Михеев, я вам ниже приводил пример. расходная часть в прошлом году была 9 трлн., а доходная 11...но сейчас расходная возможно еще подрастет. и долг в баксах с 5 трл.р подрастет пропорционально курсу бакса.а доходная существенно сползет вниз… Взорванные Северные потоки в 1 полугодии 2022г. работали и дали добрую половину прибыли от экспорта.в этом году уберите данный доход… и вы получите хороший убыток за счет падения доходности и роста долга.",GAZP
120,Антон Михеев,"Антон Михеев, О! уже приостановлены, начинает доходить до вас самих))) хорошо, ещё одно условие торги 50+ стесняюсь спросить млрд.рубл, и эт...Созерцатель, ну счас 5 перемножьте сами цену на количество и на лот.",GAZP
121,Созерцатель,"Созерцатель, как будет объём торгов 50+ тогда и увидите нормальную цену пока считайте, что торги газпромом преостановлены.Антон Михеев, О! уже приостановлены, начинает доходить до вас самих))) хорошо, ещё одно условие торги 50+ стесняюсь спросить млрд.рубл, и это только по Газпрому",GAZP
122,Антон Михеев,"вообще судя по графику 25 мая был большой шорт на бумагу от банков, его не откупили считайте в цене как минимум 10-15% возврат должен быть",GAZP
123,Дмитрий Первый,Да двинется эта гадина хоть чуток вверх?,GAZP
124,Антон Михеев,"Антон Михеев, ничего что большая часть долга Газпрома в баксах и евро?.. :) по замещающим облигам % тикают в баксах на 4 трл. вроде, а то и ...Ремора, дак доходы то тоже в них, а расходы в рублях считай каждый день расходная часть уменьшается.",GAZP
125,Антон Михеев,"Антон Михеев, Так так посмотрим сегодня 05 07 2023г, обещает нам газпром по по по, 199рХорошо а как бакс 100р не будет тогда как быть?..Созерцатель, как будет объём торгов 50+ тогда и увидите нормальную цену пока считайте, что торги газпромом преостановлены.",GAZP
126,Ремора,"Ремора, дак и бакс с 58 стал 92+ можете смело делить это изъятия на два.Антон Михеев, ничего что большая часть долга Газпрома в баксах и евро?.. :) по замещающим облигам % тикают в баксах на 4 трл. вроде, а то и больше.надо отчетность глянуть и долг растет. (глянул, по последнему отчету уже на 5 трюлей долгов!)в этом году облиг Газмяс наштамповал уже немеряно…вы это тоже считайте… там может добрую часть выручки долг сожрет.",GAZP
127,Антон Михеев,"на газпроме тупо маркет мейкер сидит (объёмы мизерные) тут нет продавца ( а значит падать он не будет) и нет покупателя, т.к. счас все бабки в более доходных спекуляциях та же валюта.",GAZP
128,Созерцатель,"Созерцатель, перспективы акций газпрома это бакс по 100+ от сюда изменения цены 20%.Антон Михеев, Так так посмотрим сегодня 05 07 2023г, обещает нам газпром по по по, 199рХорошо а как бакс 100р не будет тогда как быть?..",GAZP
129,"Роман Лисин,(Советский Союз)","Роман Лисин,(Советский Союз), осень через 2 месяца, вас сколько % доходности в месяц нужно для покупки актива?Антон Михеев, у меня нет плана, я безработный..) мне пох, копейка -я и рад..)",GAZP
130,Антон Михеев,"Антон Михеев, не так, пока в нем были дивы 50 руб, его за ухо со 170 вынули на 220 в пике продаж и паники… а сейчас в нем одна идея-очень де...Роман Лисин,(Советский Союз), осень через 2 месяца, вас сколько % доходности в месяц нужно для покупки актива?",GAZP
131,Антон Михеев,"Антон Михеев, посмотрите на этот топ с другой стороны. активы и деньги компании не принадлежат акционерам. они расходуются по желанию Госуда...Ремора, дак и бакс с 58 стал 92+ можете смело делить это изъятия на два.",GAZP
132,Созерцатель,"Созерцатель, а зачем государство будет делать Газпрому допку? Государству интересно доить Газпром, а не содержать.Brent Goldman, ну да, просто попросят взять в долг.",GAZP
133,Brent Goldman,"Антон Михеев, ну правильно если он не нужен никому, а покупанов в ней много засело, как и институциональных инвесторов(любую попытку роста г...Созерцатель, а зачем государство будет делать Газпрому допку?Государству интересно доить Газпром, а не содержать.",GAZP
134,Дюша Метелкин,"Когда нас повезут в рай?Чингачгук (Великий Змей), как говорил товарищ Сухов, лучше бы, конечно, помучиться",GAZP
135,"Роман Лисин,(Советский Союз)","пока не будет объёмов 50+ говорить, что это настоящая цена смешно, элементарно вспомните январь те же акции татнефти болтались на 315 с обор...Антон Михеев, не так, пока в нем были дивы 50 руб, его за ухо со 170 вынули на 220 в пике продаж и паники… а сейчас в нем одна идея-очень дешевый, надо ждать осени",GAZP
136,Антон Михеев,"Антон Михеев, про рынок в целом это интерсно, только какова там теперь роль газпрома и каковы его перспективы в нём, весьма туманные… хотя… ...Созерцатель, перспективы акций газпрома это бакс по 100+ от сюда изменения цены 20%.",GAZP
137,Ремора,"Ремора, у вас логика хромает, если цена будет ниже тогда должен быть шорт, а покупка акций газпрома это топ 1 бумага рос рынка без неё неоди...Антон Михеев, посмотрите на этот топ с другой стороны:активы и деньги компании не принадлежат акционерам. они расходуются по желанию Государства и Миллера…в прошлом году прибыль за 2021г. причитающуюся на дивы для акционеров изъяли налогами 1,2 трл.р в казну.и добавили налогов на 1,8 трлн.р до 2025г по 50 млрд.р в месяц.в этом году Миллер с щедрой руки отдал Дворец спорта стоимостью 2 млрд.р с баланса Газпрома Кабаевой… :)+ Газмяс стал спонсором Турецкого футбольного клуба и с щедрой руки отвалили им 80 млн. евро.====что думают по этому поводу акционеры?наверно Газпром не обеднеет, нафиг нам дивиденды. давайте раздавать активы направо — налево..вы тоже так считаете?выручка падает, вместе с поставками в ЕС. а впереди большая инвестка… трубы кидать в Китай надо, газифицировать Россию матушку.инвестка же нерентабельная как минимум на ближайшие 5-10 лет…Готовы кричать: — УРА газовому гиганту!? акционеры не обеднеют...",GAZP
138,Созерцатель,"Созерцатель, рынок в целом.Антон Михеев, про рынок в целом это интерсно, только какова там теперь роль газпрома и каковы его перспективы в нём, весьма туманные… хотя… короче пока не поздно управленцам стоит задуматься можно здание, этот офис который в Москве замотать, и на эти деньги купить не знаю… лукойл что ли хотяб у инорезов с дисконтом или Новатэк ну и ли худой конец роснефть… Да ещё трубы есть, но там сложно откапать их, да и ктож им отдаст.",GAZP
139,Антон Михеев,"пока не будет объёмов 50+ говорить, что это настоящая цена смешно, элементарно вспомните январь те же акции татнефти болтались на 315 с оборотом 3 копейки, пока оборот не вырос цена не дёрнулась под 500 за пару месяцев.",GAZP
140,Антон Михеев,"Антон Михеев, и чего тут подозрительного? А рынок простите спросить какой меняется, сырьевой, валютный, денежный или всё же фондовый? только...Созерцатель, рынок в целом.",GAZP
141,Созерцатель,"Антон Михеев, да неужто?Экспорт падает кратно, Турции отсрочку на год, а доходы растут?Дюша Метелкин, да это рофл, дал бы цифры или глянул бы он в них сам лучше.",GAZP
142,Антон Михеев,"Антон Михеев, да неужто?Экспорт падает кратно, Турции отсрочку на год, а доходы растут?Дюша Метелкин, для роста бумаги +15% с текущих уровней это не имеет значения.",GAZP
143,Созерцатель,"Созерцатель, конъюнктура рынка меняется по 5% в день, а газпром стоит на месте, а это подозрительно.Антон Михеев, и чего тут подозрительного? А рынок простите спросить какой меняется, сырьевой, валютный, денежный или всё же фондовый? только вот беда курсу Газпрому ни до чего нет дела.",GAZP
144,Чингачгук (Великий Змей),Когда нас повезут в рай?,GAZP
145,Антон Михеев,"Антон Михеев, чеж не выходит то? Не надо искать конспирологии, пользуйтесь бритвой ОккамаДюша Метелкин, быстро только кошки родятся, тот же сургут болтался пол года 24-26, а потом вырост до 40+ за 2 недели и даже отмененные дивы нечего не решили.",GAZP
146,Национальное Достояние,"Антон Михеев, а зачем это покупателю? да и где его взять на такой объем… :)у вас есть на кармане 4 трлн.?все ж понимают что в текущем го...Ремора, я бы не судил о цене газа на базе 400 за тысячу кубометров в период пиковой выработки ВИЭ и отсутствия потребления.",GAZP
147,Дюша Метелкин,"Дюша Метелкин, они в рублях растут.Антон Михеев, да неужто?Экспорт падает кратно, Турции отсрочку на год, а доходы растут?",GAZP
148,Антон Михеев,"Антон Михеев, что по 5% будет газпром расти по 5% в день?Созерцатель, конъюнктура рынка меняется по 5% в день, а газпром стоит на месте, а это подозрительно.",GAZP
149,Дюша Метелкин,"кароче цена капитализации газа 4 трлн. если на рынок выйдет покупатель даже 0.5% акций (200млрд руб), то цена вырастет на 30% это оборот в 1...Антон Михеев, чеж не выходит то? Не надо искать конспирологии, пользуйтесь бритвой Оккама",GAZP
150,Созерцатель,"Созерцатель, сегодняшний день меняется каждый день темпами по 5% минимум.Антон Михеев, что по 5% будет газпром расти по 5% в день?",GAZP
151,Антон Михеев,"Антон Михеев, а с доходами что по сравнению с 21-22?Дюша Метелкин, они в рублях растут.",GAZP
152,Антон Михеев,"Антон Михеев, этот смех, его реальная цена на сегодняшний день, при условии роста мамбы, нахождении её на этих уровнях и низком курсе рубля....Созерцатель, сегодняшний день меняется каждый день темпами по 5% минимум.",GAZP
153,Антон Михеев,"Антон Михеев, а зачем это покупателю? да и где его взять на такой объем… :)у вас есть на кармане 4 трлн.?все ж понимают что в текущем го...Ремора, у вас логика хромает, если цена будет ниже тогда должен быть шорт, а покупка акций газпрома это топ 1 бумага рос рынка без неё неодин портфель банка не формируется.п.с. причем тут 4 трлн? когда я писал про 200 млрд.(для примера активы банк системы 150 трлн).",GAZP
154,Дюша Метелкин,"Созерцатель, расходы в рублях, рубль в 3 раза обесценился за последние 10 лет, я согласен с вашими идеями для 2008-2014 года, но сейчас это ...Антон Михеев, а с доходами что по сравнению с 21-22?",GAZP
155,Созерцатель,"Созерцатель, расходы в рублях, рубль в 3 раза обесценился за последние 10 лет, я согласен с вашими идеями для 2008-2014 года, но сейчас это ...Антон Михеев, этот смех, его реальная цена на сегодняшний день, при условии роста мамбы, нахождении её на этих уровнях и низком курсе рубля. Обьёмы торгов по нему мизер, так как он неинтересен сейчас никому на бирже. А про золотые горы здесь много кто строчил и до вас. про 50 не слышал, чтобы кто-то писал а вот ниже 150 уходили и терлись долго-долго возле этой цены. Р.Ы.Сам в лонге по ней и не хотел бы такого сценария, но пытаюсь смотреть на вещи реально.",GAZP
156,Антон Михеев,"Антон Михеев, переоценка чего? бизнес медным тазом накрывается, конечно нужно «переоценивать»- резать к чертям все статьи расходов, сокращат...Созерцатель, расходы в рублях, рубль в 3 раза обесценился за последние 10 лет, я согласен с вашими идеями для 2008-2014 года, но сейчас это чисто смех для таких уровней.",GAZP
157,Ремора,"кароче цена капитализации газа 4 трлн. если на рынок выйдет покупатель даже 0.5% акций (200млрд руб), то цена вырастет на 30% это оборот в 1...Антон Михеев, а зачем это покупателю? да и где его взять на такой объем… :)у вас есть на кармане 4 трлн.?все ж понимают что в текущем году у Газпрома по отчету будет дырка… вернее убыток.расходы 9 трлн. — поступления в 2022г были 11 трлн.но в этом году упали поставки в ЕС и до кучи цена с 1500 баков до 400… т.е поступления будут в районе 7-8… расходы вырастут за счет инвестки.",GAZP
158,Антон Михеев,"Антон Михеев, кто вы я не узнаю вас в гриме, ну сколько таких было здесь, топили за рост ГП потом пропадают, один за другим.Созерцатель, а сколько таких было, которые топили за падение газпрома до 100 и 50?",GAZP
159,Созерцатель,"кароче цена капитализации газа 4 трлн. если на рынок выйдет покупатель даже 0.5% акций (200млрд руб), то цена вырастет на 30% это оборот в 1...Антон Михеев,кто вы я не узнаю вас в гриме, ну сколько таких было здесь, топили за рост ГП потом пропадают, один за другим.",GAZP
160,Созерцатель,"Созерцатель, это работало 2008-2014 когда не было девальвации, счас элементарная переоценка будет это совсем другая история.Антон Михеев, переоценка чего? бизнес медным тазом накрывается, конечно нужно «переоценивать»- резать к чертям все статьи расходов, сокращать траты, пересматривать проекты, скидывать лишнюю нагрузку, пиявок, присосавшихся к этой структуре, готовиться к кризису… а тут прожрут всё что есть, в долги залезут и обанкротятся...Sic transit gloria mundi Сик транзит глория мунди, так проходит земная слава.И памятник уже есть былому величию:",GAZP
161,Антон Михеев,"Антон Михеев, и при чем здесь объемы?Дюша Метелкин, ну может потому что 0.000000001% стоимости компании не определяет её целое?",GAZP
162,Антон Михеев,"кароче цена капитализации газа 4 трлн. если на рынок выйдет покупатель даже 0.5% акций (200млрд руб), то цена вырастет на 30% это оборот в 100 раз больше чем последний месяц. т.е. счас тупо нет торговли инвестиционными компаниями данным активом, они занимаются спекуляциями с рублём получая по 30-50% в неделю, так что остается ждать.",GAZP
163,Дюша Метелкин,"Дюша Метелкин, без объёмов торгов? ерунды не пишитеАнтон Михеев, и при чем здесь объемы?",GAZP
164,Антон Михеев,"Национальное Достояние, возможно, это поддержало котировки?Дюша Метелкин, без объёмов торгов? ерунды не пишите",GAZP
165,Антон Михеев,"Антон Михеев, я на этом базировал свою идею при активном дозакупе, сейчас сижу и рефлексирую, где же я ошибся.Национальное Достояние, ценовое манипулирование с этим не как нельзя бороться, остается ждать.",GAZP
166,Дюша Метелкин,"Даже цена в 90 рублей за доллар никак не повлияла на котировки, что странно.Национальное Достояние, возможно, это поддержало котировки?",GAZP
167,Национальное Достояние,"Даже цена в 90 рублей за доллар никак не повлияла на котировки, что странно.",GAZP
168,Антон Михеев,"Антон Михеев, ну правильно если он не нужен никому, а покупанов в ней много засело, как и институциональных инвесторов(любую попытку роста г...Созерцатель, это работало 2008-2014 когда не было девальвации, счас элементарная переоценка будет это совсем другая история.",GAZP
169,Национальное Достояние,"народ причём тут показатели деятельности если идёт элементарная девальвация рублёвой стоимости, элементарная переоценка даёт сегодня цену 19...Антон Михеев, я на этом базировал свою идею при активном дозакупе, сейчас сижу и рефлексирую, где же я ошибся.",GAZP
170,Nordstream,"Европейские газохранилища заполнены на 78% - самый высокий показатель с 2016-го годаЕвропейские газохранилища заполнены на 78% — самый высокий показатель с 2016-го года - данные Ассоциации операторов газовой инфраструктуры Европы (Gas Infrastructure Europe, GIE)1prime.ru/gas/20230705/841005120.htmlАвто-репост. Читать в блоге>>>",GAZP
171,Созерцатель,"народ причём тут показатели деятельности если идёт элементарная девальвация рублёвой стоимости, элементарная переоценка даёт сегодня цену 19...Антон Михеев, ну правильно если он не нужен никому, а покупанов в ней много засело, как и институциональных инвесторов(любую попытку роста гасят продажами)))), расходы у компании большие, социальная нагрузка а доходы падают… и не пора ли им замахнуться, на… допку, вот будет веселье.Р.S. сам в лонге по ней на пол шишечки, но стараюсь быть объективным.",GAZP
172,Народное золото,"Продавайте уже свои бумаги, зачем они вам, нежили богато нефиг начинать!Bay,",GAZP
173,Антон Михеев,"народ причём тут показатели деятельности если идёт элементарная девальвация рублёвой стоимости, элементарная переоценка даёт сегодня цену 192 рубля. в целом же по объёмам прекрасно видно, что это в чистом виде манипуляция( меньше 20 оборот за день для газпрома это смешно). газпром единственная акция которая не выросла после нового года как была 160 так и осталось рынок же изменился уже на 30-50%.",GAZP
174,Карим Тактуров,"⛽️ $GAZP (Газпром) #ТеханализЛучший телеграм с прибылными сигналами👇t.me/+zKWzSLivmAk4MDIyШли по по восходящему тренду. После сломили структуру и развернулись с трендовой. Как кажется мне, движение вверх было слишком резким, не успели закрепиться ниже. Плохие новости от компании сыграли не малую роль. Поэтому видим разворот. Глобальная картина намного лучше. Тут и трендовая сильная и крепкий уровень поддержки.Авто-репост. Читать в блоге>>>",GAZP
175,Bay,"Продавайте уже свои бумаги, зачем они вам, нежили богато нефиг начинать!",GAZP
176,Bay,"Ну, что вы там шортите или, что ниже дадите купить!?!",GAZP
177,Александр Власов,"Александр Власов, вот и до тебя дошло. Поэтому давно и говорю, что минимум до 2026г тут нормального роста не будет. А там, если не продлят н...Alex666, это до вас как до утки…) об этом еще когда мамонты ходили было известно)",GAZP
178,Михалыч,"На Украине запустили в работу три газовых скважины с добычей 425 тыс. куб. м в суткиГлава «Нафтогаза» Алексей Чернышев отметил, что на очереди находятся «несколько других перспективных скважин»",GAZP
179,Все Верно,"Европейцы и китайцы стремятся заполучить американский СПГ — The Financial TimesКонкуренция между европейскими и китайскими энергетическими компаниями за поставки сжиженного природного газа из США стимулирует инвестиции в проекты по экспорту СПГ, которые поддержат рынок, столкнувшийся с потенциальным дефицитом предложения. Рост числа долгосрочных контрактов, заключенных европейскими и китайскими покупателями, поможет США расширить экспортную инфраструктуру, чтобы запустить поставки СПГ в ближайшие два-три года.Европейский спрос на СПГ — газ, охлажденный до жидкого состояния для безопасного хранения и транспортировки морским или сухопутным транспортом, — подскочил во время конфликта на Украине, поскольку регион пытается заменить газ, поступавший из России по трубопроводам. Спрос на газ растет, несмотря на давление с целью перехода на возобновляемые источники энергии для достижения целевых показателей по чистым нулевым выбросам, что привело к дефициту на рынке и резкому росту цен в прошлом году.Авто-репост. Читать в блоге>>>",GAZP
