id,username,post,ticker
84,Тимофей Мартынов,Почему хуже рынка на открытии?,YNDX
85,Роман Жмак,"Отток продавцов с AliExpress Россия составил 27% год к году - ЪСогласно данным от «Точка Маркетплейсы», количество продавцов на платформе «AliExpress Россия» сократилось на 27% по сравнению с прошлым годом в период с января по май.У «Сбермегамаркета» количество селлеров +120%Ozon +92%Яндекс Маркет +89%Wildberries +36%Дочернее «AliExpress Россия» KazanExpress +7%.Общее число продавцов на онлайн-площадках РФ с начала 2023 +51%Этот отток связан с прекращением инвестиций в продвижение на платформе. В то же время, конкурирующие маркетплейсы продолжают расти в несколько раз по этому показателю. Эксперты отмечают, что онлайн-площадки все чаще ищут уникальные товары, поэтому конкуренция за продавцов будет только усиливаться.Источник:https://www.kommersant.ru/doc/6044703?from=glavnoe_4Авто-репост. Читать в блоге>>>",YNDX
86,Антон Харламов,"Smart Investors,Планирую закрыть частями 2555 одну вторую часть и 2 525 оставшуюся. Возможно, переставлю стопы и точку закрытия, и если а...Evgeny Kornev, Тогда понятно. Обычно Тимофей до 700-800р шортит. С 2000р помню ждал вниз…",YNDX
87,Evgeny Kornev,"Какие риски для российских инвесторов, при переходе яндекса в Российсскую юрисдикцию —www.youtube.com/live/TsfzHZsl-qU?feature=share",YNDX
88,Пользователь Googl,Будут акции только падать в течении всей пятницы.,YNDX
89,Evgeny Kornev,"Evgeny Kornev, какой тейк планируете? Где будете крыть шорт?Smart Investors,Планирую закрыть частями 2555 одну вторую часть и 2 525 оставшуюся. Возможно, переставлю стопы и точку закрытия, и если акция опустится ниже 2550. Сейчас средняя по шорту 2 637 руб. ( опять же я, как и все мы тут, не гарантирую такой сценарий, но какая я писал раньше это очень вероятно). Понятно, что эта идея не долгосрок. Около недели максимум две стоп кака я писал 2700. Рынок слишком позитивный и непредсказуемый.",YNDX
90,Nordstream,"Яндекс открыл офис в БелградеЯндекс официально открыл офис в Белграде. До этого он работал в тестовом режиме. Осенью планируется открыть второй. В сербском офисе будут работать сотрудники из разных стран.«Общая доля сотрудников „Яндекса“, работающих из международных хабов, на данный момент составляет 10% — большая часть из них работает в Сербии», — отметили в компании.ria.ru/20230615/yandeks-1878424071.htmlАвто-репост. Читать в блоге>>>",YNDX
91,Smart Investors,"Антон Харламов, Да есть 2700, как я ниже писал о нем.Evgeny Kornev, какой тейк планируете? Где будете крыть шорт?",YNDX
92,Evgeny Kornev,"Евгений, вы стоп поставили на шорт яндекса?Антон Харламов, Да есть 2700, как я ниже писал о нем.",YNDX
93,Антон Харламов,"Евгений, вы стоп поставили на шорт яндекса?",YNDX
94,Evgeny Kornev,"Evgeny Kornev, а где вам это Тимофей сообщил, что шортить Яндекс пора?Smart Investors,Вы внимательно посмотрите его шоу на ютуб канале два-три крайних -выпуска по понедельникам — Антикризис — называется. Если не найдете, то напишите я вам даже тайм фрем-код дам… Заодно и интересные другие идеи посмотрите.",YNDX
95,Smart Investors,"Smart Investors, Как мы видим из графика уже сейчас, реальность показывает правильность моих убеждений. Почему на процент уже сегодня за два...Evgeny Kornev, а где вам это Тимофей сообщил, что шортить Яндекс пора? И с каким тейком?",YNDX
96,Evgeny Kornev,"Evgeny Kornev, смотря какой у вас тейк. У меня более 80%, сейчас +30% позиция.Если шортануть против тренда на процентик от границы канала ...Smart Investors, Как мы видим из графика уже сейчас, реальность показывает правильность моих убеждений. Почему на процент уже сегодня за два часа акцию упала с 2620 — до 2560 как миниму 2-3% процента. А на вопрос кто нас учит шортить именно Яндекс в данный момент времени? — так я вам скажу Тимофей Мартынов основатель площадки на которой мы с вами находимся и переписываемся.Именно по его рекомендации, я стал искать точку входя для шорта. Для вас это нормальный аргумент? И как минимум не на обум, а с конкретных позиций.",YNDX
97,Smart Investors,"Smart Investors, Давайте как то конструктивно отвечать. Я говорил о шорте когда Яша превысил 2600 — Полоса цен акций от 2600 до 2700 это1)...Evgeny Kornev, смотря какой у вас тейк. У меня более 80%, сейчас +30% позиция.Если шортануть против тренда на процентик от границы канала это одно, а ждать вдолгую — другое :)И я бы на вашем месте не доверяла RSI",YNDX
98,Evgeny Kornev,"где вас красавчиков учат шортить против тренда?Smart Investors, Давайте как то конструктивно отвечать. Я говорил о шорте когда Яша превысил 2600 — Полоса цен акций от 2600 до 2700 это1) Высшая точка восходящего канала и по теории вероятность коррекция от нее 2/32) Есть индекс RSI он определяет силу тренда сейчас если его рассчитать на 20 дневках около 70% что еще раз показывает сильную перекупленность.3) Есть фундаментальные риски связанные с разделением компании — тут вообще если пойдет что то не так, цену просто за секунды переставят на 10% — 20% ниже. Жду ваш аргументированный ответ.",YNDX
99,Михалыч,Smart Investors у этой чудилы газик уже 390,YNDX
100,Smart Investors,где вас красавчиков учат шортить против тренда?,YNDX
101,Evgeny Kornev,"Смотрел разные анализы компании Яндекс. Тимофей Мартынов — утверждает что будущая судьба Яндекса неизвестна в плане разделения, Алексей Кречетов — автор канала Профит Гейт аналогично подтверждает, что фундаментально акции переоценены. Если смотреть глобально геополитические риски в ближайшее время будут возрастать, весь рынок перегрет. Чисто технически — если посмотреть график в виде свечей ( свечка — месяц) видно, что полоса 2 400 — 2 700 сильнейшая полоса сопротивления рынок около двух лет в стоял в ней. Исходя из выше сказанного, очень большая вероятность коррекции.",YNDX
102,Evgeny Kornev,Какие мысли по Яши стоит шортить. Кто нибудь делал анализ на каких объемах рост?,YNDX
103,Дмитрий М,На ЧЁМ рост?,YNDX
104,R B,Сейчас Петербургский Международный Экономический Форум и ВВП на ней поднимут все акции на сколько то процентов.,YNDX
105,Nordstream,"Почта России и Яндекс Маркет планируют совместно открыть 9 тыс ПВЗ«Получить товары из „ЯндексМаркета“ теперь можно в сельских отделениях „Почты России“. Благодаря партнерству компаний на карте маркетплейса появилось более 200 новых адресов в удаленных и малонаселенных пунктах, где раньше не было ПВЗ площадки. „Почта России“ и „Яндекс Маркет“ планируют открыть еще порядка 9 тысяч пунктов выдачи» — говорится в сообщении пресс-службы Почты РФ.Отделения-ПВЗ можно узнать по брендированным табличкам на входе. Для получения заказа понадобится только штрихкод из приложения маркетплейса.Источник:1prime.ru/consumer_markets/20230614/840822690.htmlАвто-репост. Читать в блоге>>>",YNDX
106,bufu,когда уже эта пирамида посыпется?,YNDX
107,khornickjaadle,"2600 взял Янд, ну монстр.",YNDX
108,khornickjaadle,"Оставляю свою позицию для повышения настроения в чатике 😁Smart Investors, Марина, Ваш трейд по Янду можно в учебник по трейдингу заносить и то, что предшествовало ему — тоже..",YNDX
109,Smart Investors,Оставляю свою позицию для повышения настроения в чатике 😁,YNDX
110,Все Верно,"Госдума приняла закон об обязательном страховании пассажиров таксиС 1 сентября 2024 года повысить в четыре раза размер страховых выплат таким пассажирамПредполагается, что страховка будет приобретаться на каждое транспортное средство, на которое получено разрешение на перевозку в качестве таксиАвто-репост. Читать в блоге>>>",YNDX
111,ValeraShelomov,"КОНКУРЕНТ ЛИТИЯ МОЖНО ОЗОЛОТИТЬСЯКальций дешевле лития, может «вместить» больше энергии, способен ускорять процесс диффузии и переноса ионо...Ку, покупаем акции производителей зубной пасты!",YNDX
112,Роман Жмак,"ВТБ отказывается от активных переговоров о покупке доли в Яндексе из-за изменения условий сделки и риска санкций - КостинВТБ не планирует активно участвовать в сделке с «Яндексом», заявил глава банка Андрей Костин. Он отметил, что у банка есть 1,1% доли в компании, но решение о дальнейших действиях пока не принято.ВТБ подавал заявку на приобретение доли «Яндекса» по более низкой цене, чем текущая. Изменение условий сделки, уход основателя компании Аркадия Воложа и риск санкций влияют на решение банка. Костин подчеркнул, что инвестиции в «Яндекс» являются непрофильными активами для ВТБ, и решение будет основано на финансовой выгоде. Банк пока не определился с продажей оставшейся доли.Источник:www.kommersant.ru/doc/6041688Авто-репост. Читать в блоге>>>",YNDX
113,Роман Жмак,Yandex N.V. планирует упростить корпоративную структуру через присоединение дочерних компанийYandex N.V. проведет собрание владельцев акций класса «А» для обсуждения сделок по упрощению корпоративной структуры компании.Планируется присоединение нескольких дочерних юрлиц к холдинговой компании. Предлагаемые изменения не повлияют на реструктуризацию группы.Также на повестке дня годового собрания акционеров назначение аудиторов и переизбрание Алексея Яковицкого в совет директоров. Основным акционером «Яндекса» остается семейный траст Аркадия Воложа.Источник:www.interfax.ru/business/905689Авто-репост. Читать в блоге>>>,YNDX
114,Задвигая ИнвесТелегу,"Мне не нравится мой инвестиционный портфель.Недавно обнаружил себя в состоянии, когда я не уверен в своём портфеле. Почти 40% моего портфеля вызывало у меня сомнения. Оставлять так нельзя, пришлось разбираться.🌧 Инвестирование, а особенно «сток-пикинг» — это труд, который связан с уверенностью в своих действиях. Ты, выбирая акцию, должен встать и гордо сказать «Они неправы» или «Рынок неправ», т.к. он по какой-то причине неверно оценивает компанию относительно её текущего состояния, будущих перспектив, аналогов или альтернативных вариантов. Если в жизни ты можешь быть мямлей, то на рынке нельзя — иначе тебя сотрут в пыль, в первую очередь ты сам. И тут неважно сделал ты верный выбор или нет, т.к. в этом есть элемент случайночти. Хуже то, что неуверенность в своей позиции порождает лишние, паразитные движения, сделки, единственный смысл которых — это кормёжка брокера.🤫 Вот вы знали, что у аналитических отделов брокеров есть задача выдавать по 1 инвестиционной идее в неделю?Авто-репост. Читать в блоге>>>",YNDX
115,master1,"Интересная свежая статья. Перспективы «Яндекса» после отмены делистинга с NASDAQ. Разбор полетов от Леонида Делицына. Общее с Озон и VK.Перспективы «Яндекса» после отмены делистинга с NASDAQ09.06.23 15:22 Разбор полетовДелицын Леониданалитик ФГ «Финам»Относительно вялая реакция российского фондового рынка на отмену делистинга «Яндекса» понятна. Во-первых, по большому счету, сохранился status quo. Просто ушел риск делистинга на NASDAQ, и то не совсем, потому что если продажа половины российского бизнеса не завершится к концу года, то отмену отменят, и делистинг произойдет. Но на Московской бирже торги от листингов на зарубежных биржах сейчас уже не зависят. Здесь торговля продолжится при любом исходе.Во-вторых, в делистинге больше позитива для основного акционера и зарубежных миноритариев, чем для российских, а свою радость за других мы проявляем сдержанно. Маловероятно, что если торговля акциями Yandex N.V. на NASDAQ однажды возобновится, их там сразу начнут расхватывать. Конечно, всякое возможно, и разработчики «Яндекса» за это время могут успеть выдумать что-нибудь невообразимо перспективное. Но твердых гарантий нет. Иными словами, надежного драйвера будущего роста цены расписок за счет пополнения «Яндексом» зарубежных долгосрочных портфелей не просматривается.Авто-репост. Читать в блоге>>>",YNDX
116,investorRF52,"Яндекс может увернуться от удара брендом ВТБ)))ВТБ может отказаться от намерения купить долю в «Яндексе» после разделения компании, — глава ВТБ КостинПричина в росте стоимости сделки до $7 млрд. Учитывая новые обстоятельства, от сделки могут отказаться и другие претенденты, добавил Костин.Авто-репост. Читать в блоге>>>",YNDX
117,master1,"ОПРОС. Сколько % от ""справедливой"" цены получит нидерландский Яндекс за российские активы?Понятие справедливой"" цены для каждого своё. Вопрос про проценты.Более 50% нельзя по указу президента.Стоимость нидерландских акций, как раз и зависит, сколько заплатят за российские активы. В принципе.Делиться, скорее всего, с акционерами не будут даже если захотят. А  захотят?Как перевести деньги от дивидендов при блокировке депозитарием действий?Вообще, торговля в России расписками на акции иностранных эмитентов с бизнесом в России очень сомнительна.Зачем ЦБ РФ это разрешил?Думаю, это воздух. Чистый. В любой момент могут отобрать. Кто с этим разбирался?Голосование для мобильныхsmart-lab.ru/blog/911432.php?nomobile=1Добавьте пожалуйста опросу до 15 плюсов, чтобы он попал на первую страницу, если хотите, чтобы опрос увидели и другие.⚡️ Путин. Можно точно сказать, что украинское наступление началось.smart-lab.ru/blog/911393.phpКостин допустил возможность, что из-за повышения цены от сделки по Яндексу могут отказаться и другие претендентыsmart-lab.ru/blog/911410.phpАвто-репост. Читать в блоге>>>",YNDX
118,Anton Palyhc,Яша шорт,YNDX
119,Владимир Литвинов,"Итоги недели на рынке РФ​​🇷🇺Потрепавший нервы инвесторов в середине недели индекс Мосбиржи, к выходным отбил потери и закрылся с просадкой всего в 0,42%. На геополитическом фронте существенных изменений не произошло, равно как и на других фронтах. Ближайшей целью роста по-прежнему выступает уровень апреля 2022 года на 2800 п.Товарооборот с Китаем за первый квартал составил рекордные 4,2 трлн рублей, в профицит внешней торговли РФ за 5 месяцев снизился со 144 до $44,6 трлн. Все это ориентирует нас на сохранение курса на ослабление национальной валюты, однако тот же Коммерсантъ ожидает частичное ее восстановление за счет падения цен на нефть. Тем временем юань продолжает ралли и уже смотрит на 12 рублей за одну единицу китайской валюты.В лидерах роста недели оказался Сургутнефтегаз преф (+8,4%), который рассекретил объем своей кубышки. Она составила 4,29 трлн рублей, увеличившись на 161 млрд к уровню 2021 года. А вот прибыль снизилась по отчету РСБУ в 8 раз. И нас тут в первую очередь интересуют не цифры, а желание руководства уровнять дивиденды с обычкой, что полностью лишает префы инвестиционной идеи.Авто-репост. Читать в блоге>>>",YNDX
120,master1,"Минус Яндексу. Плюс ВТБ? Костин усомнился в участии ВТБ в сделке по Яндексу из-за: изменившейся оценки стоимости компании, «риска санкционности» и отхода Воложа от управления компаниейКостин: ВТБ может отказаться от покупки доли в «Яндексе» из-за изменившихся условийВТБ может отказаться от покупки доли в российской структуре «Яндекса» из-за изменившихся условий, заявил Костин. Ранее в банке говорили о том, что сделка находится на стадии обсуждения и окончательное решение еще не принятоYNDX₽2506,6-0,53%Банк ВТБ может отказаться от покупки доли в российской структуре «Яндекса» изменившуюся оценку стоимости компании, «риск санкционности» и отход Аркадия Воложа от управления компанией.«Я не уверен, что мы пойдем в «Яндекс». У нас там сейчас 1,1% всего. Это была портфельная инвестиция. Рулить «Яндексом» у нас никогда желания не было, а для портфельной инвестиции важно правильно определить цену входа. В сделке сейчас много факторов, один из них — рост цены по сравнению с первоначальной», — сказал Костин.Он пояснил, что недавно по новым оценкам стоимость компании составила $7 млрд, однако ВТБ подавал свою заявку (сначала на 15%, потом на 10% компании) по цене ниже этой. По словам Костина, сейчас вопрос о сделке находится «в так называемом stand by»: активных переговоров о покупке ВТБ не ведет.Авто-репост. Читать в блоге>>>",YNDX
121,master1,"Яндекс в волне коррекции сделал А, В (возможно сделал) и пошел на С (таймфрейм 15 минут) с основной целью 2447р.1. Может сходить и ниже.Смотрите новость про Яндекс и ВТБsmart-lab.ru/blog/911397.php.2. Как обычно, волна не знает точно, куда она пойдет в правой части графика. Утром во вторник, могут подкинуть и выше волну В3. Как думаете?Добавьте пожалуйста посту до 15 плюсов, чтобы он попал на первую страницу, если вам интересна эта тема.Авто-репост. Читать в блоге>>>",YNDX
122,master1,"Костин допустил возможность, что из-за повышения цены от сделки по Яндексу могут отказаться и другие претендентыКостин допустил отказ ВТБ и других претендентов от покупки доли в Яндексе.ВТБ может отказаться от намерения купить долю в «Яндексе» после разделения компании на российскую и международную, заявил глава банка Андрей Костин. По его словам, увеличилась цена покупки доли относительно изначальной — до $7 млрд. Учитывая новые обстоятельства, от сделки могут отказаться и другие претенденты, не исключил Костин. Yandex N.V. параллельно решила присоединить несколько «дочек» для упрощения корпоративной структурыВТБ может выйти из числа претендентов на покупку доли в «Яндексе», заявил Reuters президент — председатель правления банка Андрей Костин. Он не исключил и отказ других претендентов от сделки.«Я не уверен, что мы [ВТБ] пойдем в «Яндекс». У нас никогда не было желания управлять «Яндексом», а для портфельной инвестиции важно правильно определить цену входа. Сейчас на сделку влияют много факторов, один из них — повышение цены в сравнении с изначальной. Мы делали предложение на другом уровне», — сообщил Костин. По его словам, сейчас банк не ведет активных переговоров и находится «в режиме ожидания».Авто-репост. Читать в блоге>>>",YNDX
123,master1,"30.06.23 собрание акционеров (класса А) Яндекса в Нидерландах. Присоединение дочек. Попробуйте проголосовать. Не та самая реорганизация.Перевод мой.Яндекс Н.В.Бульвар Схипхол, 1651118 BG СхипхолНидерланды1EU1/ 501578205.2Кому: Держателям обыкновенных акций класса А Yandex N.V.От: Совета директоровДата: 9 июня 2023 годаУведомление о собрании владельцев обыкновенных акций класса А компании Yandex N.V.Настоящим мы сообщаем вам, что Yandex N.V. (Яндекс, или “Компания”) проведет Собраниевладельцев обыкновенных акций Yandex N.V. класса А (“Собрание класса А”) 30 июня 2023 года,начало в 16.00 по амстердамскому времени в офисах компании по адресу Schiphol Boulevard 165, 1118БГ Схипхол, Нидерланды.Собрание класса А созывается с единственной целью — одобрить некоторыевопросы внутренней реорганизации, направленные на упрощение корпоративной структуры Группы. Насобрании класса А не будут рассматриваться вопросы, связанные с потенциальной корпоративной реструктуризацией, которая былаобъявлена компанией 25 ноября 2022 года и дополнительно прокомментирована 25 мая,2023. Любая такая корпоративная реструктуризация будет подлежать отдельному одобрению акционеровАвто-репост. Читать в блоге>>>",YNDX
124,master1,"какие классы акций у ЯндексаСтруктура капитала Яндекса состоит из акций класса А, акций класса В, акций класса С и одной приоритетной акции, принадлежащей Фонду общественных интересов. Других приоритетных акций не выпускалось.Основные характеристики трех классов обыкновенных акций и приоритетной акции:Акции класса А, номинальной стоимостью 0,01 евро за акцию, на одну акцию приходится 1 голос. Акции класса А участвуют в голосовании по любым вопросам, включая вопросы распределения дивидендов.Акции класса В, номинальной стоимостью 0,10 евро за акцию, на одну акцию приходится 10 голосов. Акции класса В могут передаваться только определенным категориям держателей.Акции класса С, номинальная стоимость 0,09 евро за акцию, на одну акцию приходится девять голосов. Акции класса С используются для технических целей, связанных с конвертацией акций класса В в акции класса А. В периоды между конвертацией и аннулированием все акции класса С находятся в специальном Фонде конвертации Яндекса.Приоритетная акция дает ее владельцу право наложить вето на вопросы, связанные с приобретением пакетов акций Яндекса, превышающих 10%, одним лицом, группой связанных сторон или сторонами, действующими согласованно, а также право обязательного выдвижения двух членов Совета директоров компании (максимальное количество членов Совета директоров в компании — 12).Авто-репост. Читать в блоге>>>",YNDX
125,master1,"Яндекс не планирует дивиденды? Ответ Яндекса.Выплачивает ли Яндекс дивиденды?Яндекс – быстрорастущая технологическая компания, стандартная практика для большинства компаний в tech-секторе – это реинвестирование прибыли в новые привлекательные бизнесы. Мы реинвестируем во множество бизнесов, включая электронную коммерцию, видео- и аудиостриминг, логистический бизнес, финтех, облачные технологии, международное развитие и прочие направления, которые имеют значительный потенциал роста в будущем. Инвесторы выбирают компании технологического сектора, в первую очередь, именно из-за высокого потенциала роста. В настоящее время Яндекс не выплачивает дивиденды.В настоящее время Яндекс не выплачивает дивиденды.ir.yandex.ru/faqДва раза про невыплату дивидендов — это они сами написали.Авто-репост. Читать в блоге>>>",YNDX
126,R B,"На закрытии — на покупку 118 тыс лотов, на продажу 74 тыс лотов. Откупают перед пятницей, длинными выходными. Хорошо идем.",YNDX
127,stanislava,"Фундаментальный потенциал для подъема бумаг Яндекса сохраняется - Риком-Траст«Яндекс» обновил свой максимум с февраля 2022 г., но при этом фундаментальный потенциал для подъема бумаг сохраняется, особенно в свете раскрытия схемы разделения бизнеса компании.Инвесторы по-прежнему рассчитывают на справедливое распределение долей в новом российском подразделении среди акционеров, удерживающих сейчас акции Yandex N.V. на Мосбирже.Вчера также вышла новость о том, что Яндекс добился отмены решения NASDAQ о делистинге. Данное решение выглядит логично с учетом планов по реорганизации группы, поскольку компании Ozon, оспаривающей аналогичное решение без планов по реорганизации, биржа отказала.Мы видим вероятность роста бумаг «Яндекса» на 5–10% на горизонте 1–2 кварталов, поскольку выросла вероятность того, что торги «Яндексом» на NASDAQ снова возобновятся.ИК «Риком-Траст»Информация не является индивидуальной инвестиционной рекомендацией.Авто-репост. Читать в блоге>>>",YNDX
128,Дмитрий Лактионов,✅ Яндекс шорт.Авто-репост. Читать в блоге>>>,YNDX
129,Finmentor,"Яндекс. Появляется определенность!Коллеги, добрый день!☀️📢Вчера вышла новость о том, что Яндекс смог успешно оспорить решение о делистинге с Нью-Йоркской биржи NASDAQ!💥На первый взгляд новость кажется несущественной, т.к. акции все равно не торгуются на NASDAQ, но тут можно заметить позитивные моменты:➡️Условием сохранение листинга будет реструктуризация!Это означает, что для того, чтобы акции продолжали числиться на NASDAQ компания должна до конца этого года закончить процесс реструктуризации. Речь идет, в том числе, об отказе от собственности и контроля над рядом основных бизнесов, включая весь российский бизнес, к концу 2023 года.Это хороший сигнал для тех акционеров, чьи акции остаются заблокированными.👍➡️После реструктуризации акции «зарубежного Яндекса» сразу начнут торговаться на NASDAQ, а акционеры получат возможность совершать с ними сделки.👍На этих новостях вчера акции Яндекса пробили вверх отметку 2500 рублей за одну акцию.📈❗️Какой вывод из этого можно сделать?Мы считаем это хорошей новостью, учитывая, что делистинг мог бы усложнить процесс реструктуризации. Сохранение листинга на Nasdaq может помочь соблюсти интересы более широкой группы инвесторов.🥸Авто-репост. Читать в блоге>>>",YNDX
130,stanislava,"Сохранение листинга на Nasdaq - хорошая новость для Яндекса - АтонЯндекс сохранит листинг на NasdaqКомиссия по слушаниям Nasdaq удовлетворила апелляцию Яндекса и разрешила компании сохранить листинг на бирже при соблюдении определенных условий, связанных со сроками и реализацией предложенной корпоративной реструктуризации. Речь идет, в том числе, об отказе от собственности и контроля над рядом основных бизнесов, включая весь российский бизнес, к концу 2023 года. Напомним, в середине марта Яндекс, наряду с некоторыми другими российскими ИТ-компаниями, получил уведомление о том, что его бумаги будут сняты с листинга на Nasdaq и подал апелляцию по этому решению.Мы считаем это хорошей новостью, учитывая, что делистинг мог бы усложнить процесс реструктуризации. Сохранение листинга на Nasdaq может помочь соблюсти интересы более ширкой группы инвесторовАтонАвто-репост. Читать в блоге>>>",YNDX
131,Артём,"Прогноз по [YNDX] от ТоварищГаннСопровождение позиции.По Яндексу 21 апреля говорил о том, что Яндекс готов к сильному росту и купил объём выше базового вдвое.9 мая допускал ещё одну фазу снижения на фоне возврата в треугольник, в которой стоило бы просто докупаться.Снижения не случилось, о чём также был пост с предупреждением о дальнейшем росте.В итоге на сегодня бумага даёт +20% прибыли.На текущих отметках располагается зона резонанса (сплетения углов).Поэтому важно сделать частичную фиксацию.Пробой зоны отправит Яндекс к следующей цели на ~3200 рублей.Мои поздравления тем, кто входил вместе со мной.Авто-репост. Читать в блоге>>>",YNDX
132,baobab,"И впрямь не перевелись ещо идиоты в Яндекс заносящие… инвестидея, для диверсификации лосей для таких: Втб и Газпром…",YNDX
133,Kurono,"✔️ Яндекс. Сделка закрыта.Во вторник показал сделку по #yndx, в которой сам участвовал. Стандартная модель на продолжение с поджатия. На сег...Дмитрий Абраменко, два процента это смешно",YNDX
134,Дмитрий Абраменко,"✔️ Яндекс. Сделка закрыта.Во вторник показал сделку по #yndx, в которой сам участвовал. Стандартная модель на продолжение с поджатия.На сегодня сделка закрыта.Итог: +2.44% к депозиту при риске 2%.Южный Капитал|Telegram|Youtube|InstagramАвто-репост. Читать в блоге>>>",YNDX
135,stanislava,"Хотя запрет на операции с Yandex на Nasdaq остается в силе, торговля может возобновиться по завершении реструктуризации - СинараКомпания Yandex сообщила сегодня, что получила уведомление от Nasdaq о результатах своей апелляции на принятое площадкой решение произвести делистинг ее акций. По итогам состоявшихся 27 апреля слушаний листинг акций Yandex на Nasdaq сохранится. Решение включает ряд условий, касающихся практической реализации предложений по реорганизации Yandex и ее сроков (в частности, компании Yandex необходимо до конца 2023 г. передать другим лицам права собственности на некоторые ключевые бизнесы, в том числе на все бизнесы, базирующиеся в России, и контроль над ними.Вместе с тем торговля бумагами на Nasdaq, остановленная в феврале 2022 г., не возобновляется. На бирже в Москве торговые операции продолжатся в прежнем режиме, так как решение не имеет к ним отношения.Удовлетворение требований компании биржей Nasdaq создает позитивный фон для акций Yandex. Решение американской площадки указывает, что может быть найдена конфигурация корпоративной реструктуризации, которая бы устроила все основные заинтересованные стороны, в том числе миноритарных акционеров, не являющихся резидентами РФ.Авто-репост. Читать в блоге>>>",YNDX
