id,username,post,ticker
43,Солид Брокер,"ПАО «Магнит» последние новости на сегодняПАО «Магнит» сообщает о том, что ООО «Магнит Альянс», дочернее общество, опосредованно находящееся в полной собственности «Магнита», объявляет об увеличении размера Тендерного предложения до 30 370 000 Акций или до 29,8% от всех выпущенных и находящихся в обращении Акций.Решение об увеличении размера Тендерного предложения было принято в связи с интересом со стороны Акционеров, значительно превышающим первоначальные ожидания Компании, а также в связи с большим количеством поступающих в Компанию обращений от Акционеров на увеличение объёма Тендерного предложения в целях наиболее полной реализации их пакетов. «Магнит» считает, что увеличение размера Тендерного предложения отвечает интересам Акционеров и предоставит им больше гибкости при принятии решения об участии в Тендерном предложении.За исключением увеличения размера, остальные условия Тендерного предложения, включая сроки, остаются неизменными. Соответствующее разрешение Правительственной комиссии получено. «Магнит» ожидает, что по завершении Тендерного предложения он сохранит статус публичной компании с листингом акций на Московской бирже.Авто-репост. Читать в блоге>>>",MGNT
44,Heinrich Baur,"Heinrich Baur, я тебе все же задам уточняющий вопрос----каков уровень образования— есть ли наличие докторской степени в области точных на...znak, твоя основная проблема в том, что ты даже не понимаешь что ты есть тварь дрожащая и, соответственно, права не имеющая. Кто тебя вообще спрашивает о твоей оценке? Кто ты такой, чтобы что-то или кого-то мерить? В сущности мнимый судья.Тебе я могу исключительно своим удом по лбу постучать, челядь.",MGNT
45,znak,"znak, да, это все понятно. В итоге, мы играем в покер, и нам нужно мыслить вероятностями. Из того что я вижу, вероятность хорошего выигрыша ...Va Chen, полагаю про русло будет все понятно уже в середине августа",MGNT
46,znak,"znak, а те кто просят, они сейчас с тобой в одной комнате?Я даже не буду задавать уточняющие вопросы. Ты испражняешь пустопорожнее словоб...Heinrich Baur, я тебе все же задам уточняющий вопрос----каков уровень образования— есть ли наличие докторской степени в области точных наук ( иди хотя-бы доктора филисофии пи эйч ди )потом следующие вопросыиначе не о чем разговаривать когда сильно хамят",MGNT
47,Va Chen,"Va Chen, нет желания что плохое сказать про компанию а есть желание подсказать риски и логику этих рискова компания может блестяще расти —...znak, да, это все понятно. В итоге, мы играем в покер, и нам нужно мыслить вероятностями. Из того что я вижу, вероятность хорошего выигрыша больше, нежели проигрыша. На долгосроке! Значит, можно инвестировать 5-10% портфеля. И докупать лесенкой на просадках. А года через три — посмотрим, в каком русле развивается компания…",MGNT
48,znak,"znak, у них вроде долг/ebitda = 0.66 (за 2022 год, данные взяты из здешней таблицы). Это очень низкий показатель. Можно платить дивы!И маж...Va Chen, нет желания что-то плохое сказать про компанию а есть желание подсказать риски и логику этих рискова компания может блестяще расти и развиваться — но вопрос о собственности -главныйвопрос о доле в компании, вопрос о доле в денежных потоках и в распределении прибыли компаниипоэтому важныварианты поведения менеджмента по отношению к инвесторам в рамках этого главного вопроса особеннодля среднесроч и долгосроч инвесторов — у них и у фондов приличные объемы акций и быстро из нихвыйти не получитсяпоэтому это история совсем не про хайп в рамках скальп-трейдинга или краткосрочн движенияа это история про другое--------------------------нужен четкий сигнал — что миноритарный инвестор не будет обижен и я буду одним из среднесроч покупателей",MGNT
49,Heinrich Baur,"Heinrich Baur, твои комментарии не более чем на три балламеня обычно просят протестировать людей претендующих на топ уровенья задаю им в...znak, а те кто просят, они сейчас с тобой в одной комнате?Я даже не буду задавать уточняющие вопросы. Ты испражняешь пустопорожнее словоблудие на пафосе, имитируя анализ. Прилив из таких как ты невежеств без имени периодически возникает на этом форуме. Но закономерно, что пространство затем просто очищается от напускной шизы с девиантным завышеным самомнением. Suum cuique.",MGNT
50,znak,"znak, какой тупой комментарий.Жаль, не могу минусы ставить…Heinrich Baur, твои комментарии не более чем на три баллатак что стоит научиться умно, предметно и вежливо разговаривать",MGNT
51,Va Chen,"Va Chen, нетпосле выкупа денег свободных не будет --долг надо погашатьзначит и дивы маловероятныпосле выкупамажор и миноры — в разны...znak, у них вроде долг/ebitda = 0.66 (за 2022 год, данные взяты из здешней таблицы). Это очень низкий показатель. Можно платить дивы!И мажоры-миноры не всегда ведь в разных лодках. Вспомните МТС, Северсталь, НЛМК… По идее, Марафону выгодно сделать из Магнита дойную корову, и доить их через дивиденды (как Система доит МТС). Но! Марафон может задумать и другое — амбициозные планы по развитию (типа: «Даешь утроение выручки через 5 лет!»). Тогда он, по логике, сфокусируется на расширении через поглощения. Это тоже хорошо. Но без дивов:)",MGNT
52,tsa,"Народ, думаю, не прочь прикупиться по фиксированной тендерной цене за разумную комиссию, Но нет, нельзя. Это только для избранных",MGNT
53,Heinrich Baur,"в конечном итоге акции выкупят конкретные лица за свои деньги за полцены и продадут их по рыночной стоимости. Какие дивиденды? Идея одна-обо...tsa, в шорт встал уже, раз всё так очевидно?",MGNT
54,ПлощадьДНР,"аттракцион невиданной щедрости от магнита, мтс дает всем желающим еще пошортить ..
давненько небыло такой ударной сессии!это было что-то с чем-то:с утра вчера еще до открытия торговой сессии, финизбушки дали новый целевой коридор цены для мтски опустив нижнюю границу до 260 а по верхам 293!неожиданно но вполне ожидаемо:Авто-репост. Читать в блоге>>>",MGNT
55,tsa,в конечном итоге акции выкупят конкретные лица за свои деньги за полцены и продадут их по рыночной стоимости. Какие дивиденды? Идея одна-обогащайтесь пока можно.,MGNT
56,znak,"Для контроля надо на бирже докупать от 7 % и более по рыночной цене. Погашение выкупленных по тендеру акций неразумно (выстрел себе в ногу)....tsa, именно погашение самый оптимальный вариант для полного контроля ( за деньги взятые компанией в долг )над компанией",MGNT
57,Евгений Галеев,"В Магните и так основной контролер государство, (основная продуктовая розничная сеть). Если пустить на самотек, исчезнет стабильность, народ...tsa, Если еще учесть как неделю тому назад глава ЦБ поведал, как они рассматривают варианты обмена заблокированных акций Российских граждан у неризидентов на счетах С. То совсем ни разу никто не подумал даже о российских акционеров Чтоб начать обменивать бумаги на акции скажем магнита, которые хотят выкупить у них, да еще и валюту перечислить за бугор на их счета. Плюс махинации со вбросами с магнитом ( явно претендент для расследований).",MGNT
58,znak,"znak, Можно дополнить? )По большому счёту — мажорам дивы не нужны ( ну сами понимаете ), разве что для имиджа и репутации компании, котора...ИгорьMSK, в каком смысле подмоченаа если намерено и демонстративно без объяснений не публиковали отчетыи не отвечали на звонки акционеров — то это на мой взгляд хороший посылдля понимания возможных будущих сценариев--я бы на месте долгосрок и среднесрок инвесторовочень сильно задумался",MGNT
59,znak,"znak, это очень логично так поступить, согласно Вашему сценарию.Но в итоге получается схема, когда ЗАО Магнит станет владельцем ЗАО Тандер....Максим, когда компания становится не публичной то все фонды идут на выходи контроль получается почти за смешные деньги-- в этом и смысллюбой товар можно купить за деньги а можно дождаться момента и в определенное времякупить на распродаже ( черная пятница )за смешные деньги",MGNT
60,Максим,"как только мажоры соберут пакет, необходимый для ВОСА, они смогут продать (переуступить незадорого, к примеру за 1 ₽) актив «Тандер» себе же. А пустышка Магнит станет на фонде новым Лензолотом.",MGNT
61,Максим,"znak, это очень логично так поступить, согласно Вашему сценарию.Но в итоге получается схема, когда ЗАО Магнит станет владельцем ЗАО Тандер.Какой в этом смысл?..Итог. Согласен с Вами, в любом сценарии мажору выгодно уронить цену акции.И никаких дивидендов, разумеется.(да, я знаю, что ЗАО давно отменены, но так понятнее)",MGNT
62,Евгений,"Для контроля надо на бирже докупать от 7 % и более по рыночной цене. Погашение выкупленных по тендеру акций неразумно (выстрел себе в ногу)....tsa, 60 % фрифлоата у нерезов, а это вероятность голосования обиженых нерезов против выплаты дивидендов, выкупая 10% дою магнит увеличивает свою долю и вероятность одобрения дивидентов более высокая, а при 20% вообще контрольный пакет будет у магнита",MGNT
63,tsa,"В Магните и так основной контролер государство, (основная продуктовая розничная сеть). Если пустить на самотек, исчезнет стабильность, народу не понравятся цены на.продукты. Поэтому тендерный выкуп по цене с 50% дисконтом, это вряд ли в пользу рядовых акционеров.",MGNT
64,tsa,"Для контроля надо на бирже докупать от 7 % и более по рыночной цене. Погашение выкупленных по тендеру акций неразумно (выстрел себе в ногу). Деньги на ветер. Выкупили с дисконтом, часть продадут по рынку (поэтому акции выкупает дочерняя компания, а она их может продавать по своему усмотрению в лбом объеме), окупят контроль, цена акций закономерно упадет, дивиденды, исходя из геополитической ситуации, только в голове у фантазеров. Довольными останутся только нерезиденты. Они это и затеяли.",MGNT
65,ИгорьMSK,"Va Chen, нетпосле выкупа денег свободных не будет --долг надо погашатьзначит и дивы маловероятнымажор и миноры — в разных лодкаху ни...znak, Можно дополнить? )По большому счёту — мажорам дивы не нужны ( ну сами понимаете ), разве что для имиджа и репутации компании, которая подмочена…",MGNT
66,Heinrich Baur,"Va Chen, нетпосле выкупа денег свободных не будет --долг надо погашатьзначит и дивы маловероятнымажор и миноры — в разных лодкаху ни...znak, какой тупой комментарий.Жаль, не могу минусы ставить…",MGNT
67,znak,"Чисто пофантазировать: самые большие дивы были в 2020 году, если не ошибаюсь. Вроде 490 руб (суммарно, за год). Если они выплатят такие дивы...Va Chen, нетпосле выкупа денег свободных не будет --долг надо погашатьзначит и дивы маловероятныпосле выкупамажор и миноры — в разных лодкаху них разные цели",MGNT
68,Va Chen,"Чисто пофантазировать: самые большие дивы были в 2020 году, если не ошибаюсь. Вроде 490 руб (суммарно, за год). Если они выплатят такие дивы, то к текущей цене (5168 руб.) это 9% доходности. Но сейчас чистая прибыль получше, чем в 2020. Плюс, учитываем байбэк с вероятным погашением (EPS на акцию будет выше, чем в 2020).Итого: вероятная ДД будет выше 10% (возможно, 12-15%) — если я сейчас куплю акцию по текущей цене (5168 руб.). Если они и далее будут байбэчить (и плюс учитывая, что чистая прибыль в 2023 будет значительно выше таковой в 2020 г), то ДД может превысить 15% к текущей цене акции...Логично?",MGNT
69,znak,"znak,Что им сейчас мешает вбросить 3% и опустить бумагу до 2000? Инорезы вообще будут ждать окончания войны, а через 5 лет получат свои 16...KrumBumBes, сначала нужно выкупить и погасить- без этого никаку меня отношение в акции нейтральное не покупаю, не продаю и не держуно по закону Паркинсона рассматриваю плохой сценарий как рабочий",MGNT
70,KrumBumBes,"Ремора, чепуха, ты не подумала вот взять за небольшие деньги контроль- это главная задачапоскольку контроль- это контроль всех денежных ...znak,Что им сейчас мешает вбросить 3% и опустить бумагу до 2000? Инорезы вообще будут ждать окончания войны, а через 5 лет получат свои 1600 за папирку… может быть",MGNT
71,znak,"<blockquote claту ss=«reply»>Не понимаю, почему магедонят бумажку знак и ремора. Ну наверное так видят ситуацию.Контроль это хорошо, кто же спорит, что сейчас мешает, п...KrumBumBes, тут никто не магедонит — просто мой один знакомый сказал — он такую компаниюне знает — поскольку в течение 4 дней не мог дозвониться как акционервопрос в доверии",MGNT
72,KrumBumBes,"Не понимаю, почему магедонят бумажку знак и ремора. Ну наверное так видят ситуацию.Контроль это хорошо, кто же спорит, что сейчас мешает, проводить решения руководству Магнита? НичегоФри-флоат у ДМ сильно выше, чем у Магнита. Это им помешало заявить о планируемом делистинге? Инорезы в ДМ кому-то помешали?Выкидывать 30% акций в рынок невозможно, вы это отлично знаете. На это нужны многие месяцы (хотя чтобы разгрузиться с 6000 до 4000, возможно часть бумаг будут визиты в рынок).Про дивиденды даже говорить не хочу, это разводка для хомяков.Но и самое главное — мамба превратилась в черти знает чтоВ этой папире золотом написанно — перед событием (мега выкуп у инорезов), трабмуем (третий эшелон, нарушения), потом гоним вверх, потом через месяц или через полгода выгружаем бумаги хомякам с цены 6к-8к на 4к-5к (армагедон и продажи организуем). Вот такой у нас фондовый рынок, это очень плохо, но работаем с тем, что есть",MGNT
73,znak,"znak, не думаю что руководство Магнита будет гасить бумаги… :)вариант 1 = будут держать эту долю на балансе дочерней компании.вариант 2 =...Ремора, чепуха, ты не подумала вот взять за небольшие деньги контроль- это главная задачапоскольку контроль- это контроль всех денежных потоковсегодня, завтра, через год и через пять леттакое бывает раз в жизни у мажоровпосле погашения можно вбросить 3 проц акций в рынок опустить курс до 2500потом предложить выкуп по 2500 — по средневзвешенной за 6 месяцева потом превратить компанию в ЗАО как это сделал Детский мир и все законно и недорогоплюс осталась прибыль от проданных 3 процентов уровня 5300 до до 2500",MGNT
74,Heinrich Baur,"znak, не думаю что руководство Магнита будет гасить бумаги… :)вариант 1 = будут держать эту долю на балансе дочерней компании.вариант 2 =...Ремора, зачем магниту эта бумажная прибыль если кампания всё равно на акционеров работает? Так или иначе эти действия увеличат будущий размер дивидендных выплат. Только совершенно непонятно, зачем вместо одного действия совершать три и дополнительно за это платить ещё…",MGNT
75,Ремора,"Heinrich Baur, совершенно вернопоскольку выкупленные акции находятся на балансе компании и в течение года их нужно погаситьznak, не думаю что руководство Магнита будет гасить бумаги… :)вариант 1 = будут держать эту долю на балансе дочерней компании.вариант 2 = продадут в рынок по биржевой цене на ММВБ и получат хорошую прибыль.",MGNT
76,znak,"znak, этот вариант приращения долей реализуется при вполне себе простом погашении акций.Heinrich Baur, совершенно вернопоскольку выкупленные акции находятся на балансе компании и в течение года их нужно погаситьпотом останется только 7 проц докупить подешевлеа как подешевле — есть много законных механизмов и приемов",MGNT
77,Heinrich Baur,"Heinrich Baur, это самый быстрый способо увеличить долюмажора с 30 процдо 30 проц /(100 проц -30 проц ) = 30проц/0.7 =43 процznak, этот вариант приращения долей реализуется при вполне себе простом погашении акций. Для этого не надо танцевать с бубном и делать бессмысленные для акционеров телодвижения.",MGNT
78,Heinrich Baur,"Марэк, там про размещение а не про продажу в рынок.Heinrich Baur,те же яйца, только вид сбокуМарэк, новость вообще магнита не касается. Суть новости в том, что новые владельцы ритейл сетей принадлежащих уходящим из России компаниям, будут обязаны проводить ipo.",MGNT
79,znak,"znak, компания не обязана не погашать купленные акции.Heinrich Baur, это самый быстрый способо увеличить долю мажора с 30 процдо ===30 проц /(100 проц -30 проц ) = 30проц/0.7 =43 проца потом докупить 7 проц== итого полный контрольа ты бы как поступил, если в итоге все законно",MGNT
80,Марэк,"Марэк, там про размещение а не про продажу в рынок.Heinrich Baur,те же яйца, только вид сбоку",MGNT
81,Heinrich Baur,"в чём логика? Об кого фиксится на такой объём? И зачем вообще это делатьHeinrich Baur,Российские компании, которые выкупают с дисконтом ...Марэк, там речь про размещение а не про продажу в рынок.",MGNT
82,Марэк,"в чём логика? Об кого фиксится на такой объём? И зачем вообще это делатьHeinrich Baur,Российские компании, которые выкупают с дисконтом акции уходящих из страны зарубежных ритейлеров, обяжут 20% акций размещать на бирже, пишут «Известия» со ссылкой на министра финансов РФ Антона Силуанова.",MGNT
83,Heinrich Baur,"Heinrich Baur, компания берет деньги в долгпосле выкупа погашает выкупленные акции--казначейскиепотом 4 года отдает долгznak, компания не обязана держать купленные акции.У вас не необходимые и сомнительные предпосылки в тезисах.",MGNT
84,znak,"znak, в чём логика? Об кого фиксится на такой объём? И зачем вообще это делать?Heinrich Baur, компания берет деньги в долгна долговые деньги покупает акциипосле выкупа погашает выкупленные акции--казначейскиепотом 4 года отдает долг",MGNT
85,Heinrich Baur,"Марэк, не согласенлогичней после приобретения 30 проц за пол ценысразу вбросить в рынок процента 4 своих акций до уровня 3800 и держать ...znak, в чём логика? Об кого фиксится на такой объём? И зачем вообще это делать?",MGNT
86,Марэк,"На конец 2021 года основным акционером «Магнита» с долей 29,23% выступала Marathon Group, а 66,65% акций было в свободном обращении. Среди держателей последних 27,9% приходилось на инвесторов из США и Канады, 21,5% — из Великобритании, 15,5% — из ЕС, а 16,1% — на инвесторов из других стран, кроме России.Старший аналитик Газпромбанка Марат Ибрагимов говорит, что тендер «Магнита» выглядит разумным с учетом самого высокого free float среди российских компаний, крупнейшей программы GDR и высокой доли акционеров-нерезидентов. «Для иностранных инвесторов это по сути уникальный шанс получить денежные средства в валюте и вывести их за пределы России. Ранее мы видели отдельные двухсторонние сделки, но это первый известный случай для такой диверсифицированной массы иностранных акционеров»,— говорит он.По словам аналитика, большинство зарубежных фондов списали российские инвестиции, так что можно ожидать достаточно высокую долю исполнения предложения. Заявки от акционеров «Магнит» принимает до 19 июля, а завершить предложение рассчитывает 10 августа.",MGNT
87,znak,"Хорошая канитель, по 2215 руб акции Магнит выкупят и фирмачей, а потом по 5 тыщ рублёв сольют на мосбирже.Вот на эти 2% и живут )))Марэк, не согласенлогичней после приобретения 30 проц за пол ценысразу вбросить в рынок процента 4 своих акций до уровня 3800 и держать года три без дивов а за это время еще7-8 проц до полного контроля докупить-поскольку многие запомнили как упорно не публиковались квартальные отчетыи как упорно не отвечали на звонки своих акционеров",MGNT
88,Марэк,"Из торгцентров ушли продавцы.Доля пустующих площадей оказалась рекордной.23.06.2023Несмотря на минимальный ввод новых площадей, уровень вакантности в торгцентрах Москвы оказался на рекордной отметке за последние 14 лет — 14,5%. Консультанты считают, что рынок достиг дна, после которого начнется снижение доли пустующих помещений за счет активной работы российских брендов и ритейлеров из Турции и Белоруссии. Но для привлечения новых арендаторов владельцам объектов приходится заметно снижать ставки. Это заставляет девелоперов замораживать новые проекты.Доля пустующих площадей в торгцентрах Москвы по итогам первой половины 2023 года достигла 14,5% — это максимальный показатель с 2009 года, говорится в имеющемся у «Ъ» исследовании компании «Магазин магазинов». Аналитики подчеркивают, что текущий скачок вакантности оказался более значимым, чем в 2015 году, когда Россия после присоединения Крыма впервые ощутила серьезное санкционное давление со стороны США и ЕС. Тогда в столичных торгцентрах пустовало 10% площадей.В Nikoliers текущий уровень вакантности оценивают в 13,5%, в NF Group — в 14,2%.Причиной увеличения доли пустующих площадей в последние месяцы стало завершение арендных соглашений международных брендов, объявивших об уходе с российского рынка.Сейчас в целом у таких ритейлеров сохраняется не более 20% договоров аренды, говорит управляющий партнер «Ванчугов и партнеры» Алексей Ванчугов. Остальные площади под бывшими магазинами западных сетей перешли другим компаниям либо идет поиск арендаторов, добавляет он.Высокая вакантность наблюдается при минимальном вводе новых торгцентров, что нетрадиционно для сегмента. По данным «Магазина магазинов», в первом полугодии открыт всего один объект — «Митино Парк» площадью 27 тыс. кв. м. В NF Group говорят, что заявлен выход до конца этого года еще нескольких торгцентров на 167,2 тыс. кв. м, но не факт, что это случится. Директор департамента торговой недвижимости NF Group Евгения Хакбердиева поясняет, что сейчас владельцы объектов в основном меняют концепции существующих торгцентров. Директор по продажам Point Estate Роман Амелин говорит, что девелоперы пока не видят особых перспектив в этом сегменте и замораживают планы.Партнер Nikoliers Анна Никандрова утверждает, что уровень вакантности уже идет на спад и «рынок преодолел самый тяжелый период». Она это связывает с открытием магазинов новых компаний, например Daher Group, пришедшей на место испанской Inditex, и активностью российских брендов. Евгения Хакбердиева констатирует, что среди новых игроков на российском рынке ритейла в основном ритейлеры из Турции и Белоруссии. По подсчетам сервиса 2ГИС, число магазинов одежды в городах-миллионниках за год выросло на 6%, до 28,2 тыс., в Москве — на 9%, до 7,97 тыс.Несмотря на сдержанную динамику трафика в торгцентрах, спрос арендаторов на помещения постепенно восстанавливается Руководитель направления «Аструм Недвижимость» Гузель Гумерова рассчитывает на сокращение вакантности в третьем квартале: «Многие стремятся заключить договоры, чтобы успеть открыть магазины к высокому осеннему сезону». По наблюдениям директора департамента брокериджа RRG Светланы Яровой, сейчас ритейлеры готовы снимать помещения уже с отделкой, стараясь минимизировать инвестиции.Эмин Агаларов, бывший вице-президент Crocus Group, в июне 2022 года: «Если у тебя нет „якорей“ (крупных ритейлеров в торгцентрах.— „Ъ“), у тебя нет посетителей».Арендаторы пытаются вести жесткие переговоры с владельцами торгцентров, так как считают, что могут добиться существенного снижения ставок на фоне растущей доли свободных площадей, отмечает господин Ванчугов. Он приводит в качестве примера одну из сетей электротоваров, традиционно платившую за аренду магазинов 5% от оборота. «Сейчас они стремятся заключить новые договоры под 3,5–4%, заявляя, что уже выполнили план открытий»,— говорит он. Высвободившиеся помещения, по словам госпожи Яровой, часто используют и сами собственники объектов, открывая свои универмаги, что позволяет им заполнять пустующие площади.www.kommersant.ru/doc/6056756",MGNT
89,Марэк,"26 июня 2023Акционер ПИК Сергей Гордеев продает два столичных ТРЦ.Компания Mall Management Group ищет покупателей торгово-развлекательных центров «Саларис» на Киевском шоссе и «Павелецкая плаза», пишут «Ведомости».Mall Management Group управляет торговыми активами акционера ГК ПИК Сергея Гордеева. Эксперты оценили стоимость обоих объектов в сумму от 19 до 31 млрд руб. Известно, что на каждый ТЦ уже есть претенденты, но переговоры только начаты и договоры еще не подписаны. Кроме того, сделка может затянуться, поскольку Гордеев не собирается продавать объекты с дисконтом. Представитель Mall Management Group от комментариев отказался.Эксперты считают, что интерес к площадям могут проявить региональные застройщики и разные фонды, кроме того, покупателями могут стать банковские структуры и частные инвесторы.Гордеев также занимается строительством двух торговых центров: «Кузьминки молл» (69 тысяч кв. м) около одноименной станции метро и комплекс около ЖК на Озерной улице.",MGNT
90,Марэк,"Гендиректор завода «Москвич» Дмитрий Пронин покинет свой пост27 июня 2023Дмитрий Пронин покинет пост генерального директора завода «Москвич», чтобы занять должность председателя совета директоров предприятия, сообщили «Известиям» 27 июня в пресс-службе компании.Он занимал должность генерального директора АО МАЗ «Москвич» с мая 2022 года. Автозавод не раскрывает, кто теперь будет назначен гендиректором.",MGNT
91,Марэк,"Московский суд начал процедуру банкротства «Связного» по его собственному заявлению27 июня 2023Суд в Москву ввел в отношении ритейлера «Связной» процедуру наблюдения, пишут «Риа Новости».По заявлению российского сотового ритейлера «Связной» о собственном банкротстве арбитражный суд Москвы ввел в отношении компании начальную процедуру банкротства — наблюдение. Начало процедуры связано с большими долгами компании — обязательства должника превышают его активы в несколько раз.«Признать заявление обоснованным. Ввести процедуру наблюдения», — огласил резолютивную часть определения судья Вячеслав Фролов.Известно, что в 2021 году при обороте в 105 млрд рублей кредиторская задолженность (долги поставщикам) составила почти половину этой суммы (около 54 млрд рублей). В 2022 году сеть «Связной» также столкнулась с десятками крупных исков от кредиторов и контрагентов.",MGNT
92,Марэк,"Генпрокуратура проверит сеть «Красное&Белое» Генпрокуратура проверит сеть «Красное&Белое»26 июня 2023Депутаты Госдумы обратились в Генпрокуратуру с просьбой проверить сеть «Красное&Белое».Депутаты Госдумы полагают, что «в магазинах сети „Красное&Белое“ алкоголь подозрительно дешевый и есть все признаки того, что алкомаркеты торгуют суррогатом». В связи с этим, в генеральную прокуратуру было направлено ходатайство о проверке крупнейшей российской сети алкомаркетов.Участники межфракционной рабочей группы по защите здоровья граждан от алкогольной, наркотической и табачной угроз инициировали официальное обращение к генеральному прокурору РФ с требованием провести комплексную проверку сети.«Депутат Олег Матвейчев убежден, что в магазинах данной сети алкоголь подозрительно дешевый и есть все признаки того, что алкомаркеты торгуют суррогатом», — отмечается на сайте Госдумы. Члены рабочей группы также выступили с инициативой по отмене моратория на проверки бизнеса, специализирующегося на торговле алкогольной продукцией.",MGNT
